sentence_en,sentence_xx,language
the Osmania University,ওসমানিয়া বিশ্ববিদ্যালয়,bn
"With the inauguration, the countdown began simultaneously in every district, upazila and all public gathering places across the country.","প্রধানমন্ত্রী উদ্বোধনের পর প্রতিটি জেলা, উপজেলা ও জনপরিসরে ক্ষণগণনা শুরু হয়।",bn
"Major General Alok Kacker, Chief of Staff, Delhi Area will be the parade's Second-in-Command.",এছাড়া প্রজাতন্ত্র দিবসের কুচকাওযাজে সেকেন্ড ইন কমান্ড হলেন দিল্লি এলাকার চিফ অব স্টাফ মেজর জেনারেল অলোক কাকের।,bn
"When it comes to forgiveness, as in other respects, we are urged to become imitators of God. Ephesians 5: 1.",অন্যদেরকে ক্ষমা না করলে বা দয়া না দেখালে তা ঈশ্বরের সঙ্গে আমাদের সম্পর্ককে নষ্ট করে দিতে পারে ।,bn
Where else!,আর যায় কোথায়!,bn
"There had been a time when many people knew of his shop: Arab merchants, French and English geologists, German soldiers who were always well-heeled.","এককালে অনেক মানুষ চিনত তার দোকানটা: আরব বণিক, ফরাসি আর ইংরেজ ভূতত্ত্ববিদ, উঁচু হিল পরা জার্মান সেনা।",bn
He is lodged in jail.,ঠাঁই হয় জেলে।,bn
"And so they're moving away from us at a very fast speed, or they're getting redshifted because the universe is expanding so fast relative to us at that point, or that coordinate is moving so fast away from our coordinate.","এবং তাই তারা আমাদের কাছ থেকে সরানোর হয় দূরে একটি খুব দ্রুত গতিতে, বা . মহাবিশ্ব becuase তারা লাল পাচ্ছেন স্থানান্তরিত তাই দ্রুত সম্প্রসারণ আপেক্ষিক হয় যে পয়েন্ট বা যে তুল্য এ থেকে আমাদের তুল্য সরানোর দূরে তাই দ্রুত হয়.",bn
Don't make a scene,আরে তোমরা আবার কি শুরু করলে!,bn
Efforts are underway to arrest the accused.,এ ঘটনার সঙ্গে জড়িত পলাতক আসামিদের ধরার চেষ্টা চলছে।,bn
"""The handler for """"https"""" URLs""",ghelp ইউ-আর-এল প্রক্রিয়াকারক,bn
One is not connected with another.,একটির সঙ্গে আর একটির তুলনা চলে না।,bn
Its getting worse every day.,দিনদিনই সে উচ্ছৃঙ্খল হয়ে উঠছে।,bn
In first half of the match no teams was able to score.,ম্যাচের প্রথমার্ধে গোলের দেখা পায়নি কোনো দল।,bn
He must have thought me a naf.,বোধহয় তিনি আমাকে বদ্ধ পাগল ভাবলেন।,bn
I couldnt say anything to her.,মেয়েটাকে কিছু বলতে পারি না।,bn
"Many of my friends claimed to love God, but their conduct said otherwise.",যিহোবার কাছে আমার ফিরে আসার প্রয়োজন ছিল ।,bn
The plane had to make an emergency landing.,প্লেনটিকে উড্ডয়ন করতে হলো জরুরি অ্যালার্টে।,bn
I havent heard of that yet!,শোনা হয়নি আজও আর!,bn
Theres no cause for concern.,চিন্তার কোনও কারণ নেই।,bn
But they 'lost' it.,কিন্তু তাদের রিয়াল হারালো।,bn
Must enter.,ভিতরে ঢুকতে হবে।,bn
Water on Earth moves continually through a cycle of evaporation or transpiration usually reaching the sea,তাপমাত্রার তারতম্যের কারণে চক্রাকারে তা ঘুরতে থাকে সমূদ্র হতে বায়ুমন্ডলে।,bn
Kids learn to paint,ছবি আঁকায় শিশুর শেখা,bn
"What if they get sick and are hospitalized, perhaps needing surgery or physical therapy?",পরিচর্যায় তাদের সঙ্গেও ভাই - বোনদের কাজ করা প্রয়োজন ।,bn
Its driver was injured.,আঘাত লেগেছে তাঁর চালকের।,bn
"Appeals against penalty.-An appeal may be prefered, against any judgement or order, passed by any first class Magistrate or, as the case may be, any Metropolitan Magistrate, to any court having jurisdiction of a session court under this Act.","৪১। দন্ডের বিরুদ্ধে আপীল:- এই আইনের অধীন প্রথম শ্রেণীর ম্যাজিস্ট্রেট বা ক্ষেত্রমত, মেট্রোপলিটান ম্যাজিস্ট্রেট কর্তৃক প্রদত্ত কোন রায় বা আদেশের বিরুদ্ধে এখতিয়ারসম্পন্ন দায়রা আদালতে আপীল করা যাবে।",bn
The other accused will also be arrested soon.,অপর আসামি অচিরেই গ্রেপ্তার করবো।,bn
